panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related
2022__q3__revenue_total_revenue_revenues,2022,Q3,3,2022__q3,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,3.5,3.5,7.0,3.0,4.0,0.7071067811865476,2,2,1,1,1,3.5,3.0,1.0,,0.5,2.5,,0.16666666666666666,2.5,,3.25,0.3535533905932738,226820.625,453636.25000128587,0.0,0.0,2.056688082274105e-06,-0.7116284403154978,1,1,0,0,0
2022__q4__revenue_total_revenue_revenues,2022,Q4,4,2022__q4,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,4.0,4.0,4.0,4.0,4.0,,1,1,1,1,1,4.0,3.5,3.0,907275.0,0.5,1.0,-907271.0,0.14285714285714285,0.3333333333333333,-0.9999955911934089,3.75,0.3535533905932738,2.875,1.314977819829992,0.2890714285714286,0.2890714285714286,2.468025698728926e-06,-0.736702880943496,1,1,0,0,0
2022__end_year_annual__revenue_total_revenue_revenues,2022,End-Year/Annual,5,2022__end_year_annual,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,578314.1808635755,522546.0,2313256.723454302,1.0,1268163.723454302,673959.2397266683,4,3,2,3,2,578314.1808635755,4.0,3.5,1.0,578310.1808635755,578310.6808635755,578313.1808635755,144577.5452158939,165231.62310387872,578313.1808635755,289159.0904317878,408927.05051785306,144581.1702158939,289155.34043207596,334346.18935069867,334346.18935069867,0.47576393076165785,15.74020660228352,1,1,0,0,0
2023__q1__revenue_total_revenue_revenues,2023,Q1,1,2023__q1,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,1.0,1.0,2.0,1.0,1.0,0.0,2,1,1,2,1,1.0,578314.1808635755,4.0,3.0,-578313.1808635755,-3.0,-2.0,-0.9999982708361076,-0.75,-0.6666666666666666,289157.5904317878,408929.1718381966,144580.6702158939,289155.6737680991,-1.445357142857143,1.445357142857143,0.0,-0.6744447618699424,1,1,0,0,0
2023__q2__revenue_total_revenue_revenues,2023,Q2,2,2023__q2,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,2.3333333333333335,2.0,7.0,2.0,3.0,0.5773502691896257,3,2,1,3,1,2.3333333333333335,1.0,578314.1808635755,3.5,1.3333333333333335,-578311.8475302422,-1.1666666666666665,1.3333333333333335,-0.999995965284251,-0.3333333333333333,1.6666666666666667,0.9428090415820635,144580.37854922723,289155.86821217,-0.6745,0.6745,1.0969003105461894e-06,-0.6881143682009637,1,1,0,0,0
2023__q3__revenue_total_revenue_revenues,2023,Q3,3,2023__q3,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,3.5,3.5,7.0,3.0,4.0,0.7071067811865476,2,2,1,1,1,3.5,2.3333333333333335,1.0,4.0,1.1666666666666665,2.5,-0.5,0.4999999999999999,2.5,-0.125,2.916666666666667,0.8249579113843052,144580.25354922723,289155.9515447028,0.0,0.0,2.056688082274105e-06,-0.7085032517148454,1,1,0,0,0
2023__q4__revenue_total_revenue_revenues,2023,Q4,4,2023__q4,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,4.0,4.0,4.0,4.0,4.0,,1,1,1,1,1,4.0,3.5,2.3333333333333335,578314.1808635755,0.5,1.6666666666666665,-578310.1808635755,0.14285714285714285,0.7142857142857142,-0.9999930833444305,3.75,0.3535533905932725,2.7083333333333335,1.3359475116316504,0.2890714285714286,0.2890714285714286,2.468025698728926e-06,-0.6959333109950767,1,1,0,0,0
2023__end_year_annual__revenue_total_revenue_revenues,2023,End-Year/Annual,5,2023__end_year_annual,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,1184859.8668917508,1212289.600675252,3554579.6006752523,1130000.0,1212290.0,47510.0383769085,3,3,1,2,1,990084.0,4.0,3.5,1.0,1184855.8668917508,1184856.3668917508,1184858.8668917508,296213.9667229377,338530.39054050023,1184858.8668917508,592431.9334458754,837819.6182078223,296217.425056271,592428.2945573982,685016.2452587023,685016.2452587023,0.9747540442852255,10.721182775945493,1,1,0,0,0
2024__q1__revenue_total_revenue_revenues,2024,Q1,1,2024__q1,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,2.0,2.0,6.0,1.0,3.0,1.0,3,2,1,2,1,2.0,1184859.8668917508,4.0,2.3333333333333335,-1184857.8668917508,-2.0,-0.3333333333333335,-0.9999983120366754,-0.5,-0.1428571428571429,592430.9334458754,837821.0324213847,296217.3417229377,592428.3501131517,-0.8672142857142857,0.8672142857142857,8.226752329096418e-07,-0.6744237992055433,1,1,0,0,0
2024__q2__revenue_total_revenue_revenues,2024,Q2,2,2024__q2,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,2.5,2.5,10.0,1.0,4.0,1.2909944487358056,4,3,1,2,1,2.5,2.0,1184859.8668917508,3.5,0.5,-1184857.3668917508,-1.0,0.25,-0.9999978900458444,-0.2857142857142857,2.25,0.3535533905932738,296217.0917229377,592428.5167798183,-0.5781428571428572,0.5781428571428572,1.234012849364463e-06,-0.7109953703413345,1,1,0,0,0
2024__q3__revenue_total_revenue_revenues,2024,Q3,3,2024__q3,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,4.0,4.0,4.0,4.0,4.0,,1,1,1,1,1,4.0,2.5,2.0,4.0,1.5,2.0,0.0,0.6,1.0,0.0,3.25,1.0606601717798212,296217.0917229377,592428.5167798183,0.2890714285714286,0.2890714285714286,2.468025698728926e-06,-0.7033818825957395,1,1,0,0,0
2024__end_year_annual__revenue_total_revenue_revenues,2024,End-Year/Annual,5,2024__end_year_annual,Revenue,total_revenue,revenue_total_revenue_revenues,unspecified,1215547.5,1215547.5,2431095.0,1172000.0,1259095.0,61585.46510744236,2,2,1,2,1,990084.0,4.0,2.5,1184859.8668917508,1215543.5,1215545.0,30687.633108249167,303885.875,486218.0,0.025899799601409573,607775.75,859519.0516772302,303889.0,607772.3333339276,702758.0811428572,702758.0811428572,1.0,0.0,1,1,0,0,0
2022__q1__revenue_total_revenue_taxes_on_goods_and_services,2022,Q1,1,2022__q1,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,38030.28607298196,53671.650917800005,114090.85821894588,0.1257168458789151,60419.0815843,33107.42783251025,3,1,1,3,1,38030.28607298196,,,,,,,,,,38030.28607298196,,38030.28607298196,,-1.1000686575995005,1.1000686575995005,0.2996309056680914,1.4225939492315507,1,1,0,0,0
2022__q2__revenue_total_revenue_taxes_on_goods_and_services,2022,Q2,2,2022__q2,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,126924.0,126924.0,253848.0,66096.0,187752.0,86023.78257203063,2,1,1,1,1,126924.0,38030.28607298196,,,88893.71392701805,,,2.3374453128337427,,,82477.14303649098,62857.347922651505,82477.14303649098,62857.347922651505,1.3233808830493041,1.3233808830493041,1.0,3.548686547284298,1,1,0,0,0
2022__q3__revenue_total_revenue_taxes_on_goods_and_services,2022,Q3,3,2022__q3,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,88221.26333333335,54234.0,529327.5800000001,-0.32,251365.0,101265.54717112464,6,2,1,2,1,88221.26333333335,126924.0,38030.28607298196,,-38702.73666666665,50190.97726035139,,-0.3049284348639079,1.319763337147464,,107572.63166666668,27366.967547477238,84391.8498021051,44570.40946558037,0.26825420138438744,0.26825420138438744,0.6950717949566836,1.1433272219743909,1,1,0,0,0
2022__q4__revenue_total_revenue_taxes_on_goods_and_services,2022,Q4,4,2022__q4,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,83354.07219741374,40980.64421580495,333416.28878965497,0.0003580450738964,251455.0,118540.5938044243,4,1,1,2,1,83354.07219741374,88221.26333333335,126924.0,,-4867.191135919609,-43569.92780258626,,-0.05517027247194951,-0.3432757224999705,,85787.66776537354,3441.6238575400116,84132.40540093226,36395.28603462538,0.13556324269322106,0.13556324269322106,0.6567245362224724,0.1621171451802529,1,1,0,0,0
2022__end_year_annual__revenue_total_revenue_taxes_on_goods_and_services,2022,End-Year/Annual,5,2022__end_year_annual,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,63083.16,66102.0,378498.96,-0.06,124639.0,55143.7845264367,6,1,1,3,1,63083.16,83354.07219741374,88221.26333333335,38030.28607298196,-20270.912197413738,-25138.103333333347,25052.873927018045,-0.24319042445106467,-0.2849438149434799,0.6587611220946477,73218.61609870687,14333.69947562841,90395.62388268678,26674.608644713822,-0.4170690041008184,0.4170690041008184,0.49701560080055757,1.116034621507371,1,1,0,0,0
2023__q1__revenue_total_revenue_taxes_on_goods_and_services,2023,Q1,1,2023__q1,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,41168.687216707964,60419.0815843,123506.06165012388,0.0441558238845067,63086.93591,35678.035824322615,3,1,1,3,1,41168.687216707964,63083.16,83354.07219741374,126924.0,-21914.47278329204,-42185.38498070578,-85755.31278329203,-0.3473902192485608,-0.5060986688304195,-0.6756430051313544,52125.92360835399,15495.87231119389,68956.79568686377,21487.049224701623,-1.01450853783244,1.01450853783244,0.3243575040919823,1.5995812987770268,1,1,0,0,0
2023__q2__revenue_total_revenue_taxes_on_goods_and_services,2023,Q2,2,2023__q2,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,74819.48119301643,65174.963255660005,598555.8495441314,0.0297403692201807,169494.64063463,61743.83446239312,8,2,1,4,1,74819.48119301643,41168.687216707964,63083.16,88221.26333333335,33650.793976308465,11736.321193016425,-13401.782140316922,0.8173880745619592,0.18604523288016048,-0.15191102047224048,57994.0842048622,23794.704612959176,65606.35015178453,18288.696688230695,-0.09710957223959864,0.09710957223959864,0.5894828437767002,1.326232761741679,1,1,0,0,0
2023__q3__revenue_total_revenue_taxes_on_goods_and_services,2023,Q3,3,2023__q3,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,75393.72787703102,35129.285,603149.8230162482,0.1768779940835765,251455.0,99426.74735495502,8,3,1,2,1,75393.72787703102,74819.48119301643,41168.687216707964,83354.07219741374,574.2466840145935,34225.04066032306,-7960.344320382719,0.0076750957752991355,0.8313367020951087,-0.0955003650155164,75106.60453502373,406.0537243425159,63616.264071688856,16004.151900525452,-0.08145427108144453,0.08145427108144453,0.5940071752759624,0.5610339008627164,1,1,0,0,0
2023__q4__revenue_total_revenue_taxes_on_goods_and_services,2023,Q4,4,2023__q4,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,81369.31973499825,31500.75513103499,325477.278939993,-0.2313220769483362,262476.0,124336.8691025743,4,2,1,2,1,81369.31973499825,75393.72787703102,74819.48119301643,63083.16,5975.591857967229,6549.838541981822,18286.159734998248,0.0792584744942386,0.08754188665228511,0.2898738702214386,78381.52380601464,4225.381524371932,68187.8040054384,18254.583991745923,0.08145427108144453,0.08145427108144453,0.6410872180908866,0.16782508528727738,1,1,0,0,0
2023__end_year_annual__revenue_total_revenue_taxes_on_goods_and_services,2023,End-Year/Annual,5,2023__end_year_annual,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,-0.0956610384741681,-0.0956610384741681,-0.1913220769483362,-0.2313220769483362,0.04,0.19185368049578677,2,1,1,1,1,-0.0956610384741681,81369.31973499825,75393.72787703102,41168.687216707964,-81369.41539603673,-75393.8235380695,-41168.78287774644,-1.0000011756401403,-1.0000012688195845,-1.0000023236358733,40684.61203697989,57536.865407722646,57895.60828600181,38710.58997272291,-2.1368653789028533,2.1368653789028533,0.0,-0.6745032959950482,1,1,0,0,0
2024__q1__revenue_total_revenue_taxes_on_goods_and_services,2024,Q1,1,2024__q1,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,109957.61584139601,70257.65025667999,549788.0792069801,69902.97036892,199474.512678,58490.59850870713,5,2,1,2,1,109957.61584139601,-0.0956610384741681,81369.31973499825,74819.48119301643,109957.71150243448,28588.296106397756,35138.13464837958,1149451.3676236852,0.3513399915287908,0.46963884389590416,54978.76009017877,77751.84344712547,66680.1419480967,46942.84595119208,0.8608377618405615,0.8608377618405615,0.8663265310637772,5.019306133130696,1,1,0,0,0
2024__q2__revenue_total_revenue_taxes_on_goods_and_services,2024,Q2,2,2024__q2,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,97651.58522814864,70124.98776723,878864.2670533378,0.0604111260733404,262475.98294007,89637.75190946864,9,3,1,3,1,97651.58522814864,109957.61584139601,-0.0956610384741681,75393.72787703102,-12306.030613247363,97651.68088918712,22257.857351117622,-0.11191612803789515,1020809.3331075072,0.29522160500434097,103804.60053477233,8701.677696116569,72244.6062858761,49565.925875325986,0.5253467251923544,0.5253467251923544,0.7693707044403466,1.0522137640994054,1,1,0,0,0
2024__q3__revenue_total_revenue_taxes_on_goods_and_services,2024,Q3,3,2024__q3,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,108593.6645408288,74390.629446805,651561.9872449728,0.0524609128599424,288809.21702976,117904.49244559345,6,2,1,2,1,108593.6645408288,97651.58522814864,109957.61584139601,81369.31973499825,10942.079312680158,-1363.9513005672052,27224.34480583055,0.11205224459096685,-0.012404336799504478,0.33457751514322814,103122.62488448873,7737.218482277295,79050.69248733374,52987.562775307924,0.8236532748076456,0.8236532748076456,0.8555803343431029,0.849228979968103,1,1,0,0,0
2024__q4__revenue_total_revenue_taxes_on_goods_and_services,2024,Q4,4,2024__q4,Revenue,total_revenue,revenue_total_revenue_taxes_on_goods_and_services,unspecified,0.1441002869372245,0.1441002869372245,0.288200573874449,0.1003262614534243,0.1878743124210247,0.061905820518855716,2,1,1,1,1,0.1441002869372245,108593.6645408288,97651.58522814864,-0.0956610384741681,-108593.52044054186,-97651.4411278617,0.23976132541139258,-0.9999986730322846,-0.9999985243425736,2.5063633976348347,54296.90432055787,76787.21469642714,79050.7524276651,52987.44354404864,-2.136858842451081,2.136858842451081,1.8890134624373883e-06,-0.6745000493530448,1,1,0,0,0
2022__q1__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2022,Q1,1,2022__q1,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,2444.8878677992047,3222.33684211,7334.663603397614,0.2761082576138786,4112.05065303,2163.3290682423285,3,1,1,3,1,2444.8878677992047,,,,,,,,,,2444.8878677992047,,2444.8878677992047,,-1.2453974005155157,1.2453974005155157,0.15459097670407454,-0.5396821986226432,1,1,0,0,0
2022__q2__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2022,Q2,2,2022__q2,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,8700.5,8700.5,17401.0,3498.0,13903.0,7357.446058246027,2,1,1,1,1,8700.5,2444.8878677992047,,,6255.612132200795,,,2.558649913802329,,,5572.693933899603,4423.38575915202,5572.693933899603,4423.38575915202,0.09373259875460223,0.09373259875460223,0.5501155330296661,-0.3850982067978886,1,1,0,0,0
2022__q3__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2022,Q3,3,2022__q3,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,7128.37,3630.0,42770.22,-0.05,17847.0,8392.449188812525,6,2,1,2,1,7128.37,8700.5,2444.8878677992047,,-1572.13,4683.482132200796,,-0.18069421297626576,1.9156224683697614,,7914.4349999999995,1111.6637839068128,6091.252622599735,3254.20960111878,-0.2428110361865026,0.2428110361865026,0.4507142262358272,-0.5618137380356278,1,1,0,0,0
2022__q4__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2022,Q4,4,2022__q4,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,7824.775040852514,3408.864224137931,31299.100163410058,0.3717151341962235,24481.0,11559.735188850062,4,1,1,2,1,7824.775040852514,7128.37,8700.5,,696.4050408525145,-875.7249591474856,,0.09769485041496366,-0.10065225666886796,,7476.572520426257,492.4327268393202,6524.63322716293,2794.851530759492,-0.09373259875460203,0.09373259875460203,0.4947459355210369,-0.6523661906299256,1,1,0,0,0
2022__end_year_annual__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2022,End-Year/Annual,5,2022__end_year_annual,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,7028.466666666667,8709.0,42170.8,0.38,14347.0,5900.0862063894165,6,1,1,3,1,7028.466666666667,7824.775040852514,7128.37,2444.8878677992047,-796.3083741858472,-99.90333333333274,4583.578798867462,-0.10176757415112715,-0.01401489166995158,1.8747603353250821,7426.62085375959,563.0750513024584,7670.527926879796,772.6173099971127,-0.2641972007802274,0.2641972007802274,0.44439762271932803,-0.4750059844374129,1,1,0,0,0
2023__q1__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2023,Q1,1,2023__q1,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,3767.014116224398,4112.05065303,11301.042348673194,0.7480921831941154,7188.2436034600005,3606.148997192734,3,1,1,3,1,3767.014116224398,7028.466666666667,7824.775040852514,8700.5,-3261.452550442269,-4057.7609246281163,-4933.485883775602,-0.46403471839883553,-0.5185786049366118,-0.5670347547584164,5397.740391445533,2306.195214935891,6437.156455935894,1814.990301198891,-0.9623717133929109,0.9623717133929109,0.23818525760953402,-0.4664171843191946,1,1,0,0,0
2023__q2__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2023,Q2,2,2023__q2,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,10763.9969823102,12291.153058234999,86111.9758584816,0.629739325703957,23868.62560204,8901.270009233249,8,2,1,4,1,10763.9969823102,3767.014116224398,7028.466666666667,7128.37,6996.982866085802,3735.530315643533,3635.6269823102,1.8574347348341598,0.5314858123123393,0.510022204558714,7265.505549267299,4947.614032455356,7346.063201513445,2876.450142617346,0.5354624653156852,0.5354624653156852,0.6805845760520479,-0.39837161664111503,1,1,0,0,0
2023__q3__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2023,Q3,3,2023__q3,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,8948.95384374223,3409.3203413149986,71591.63074993785,0.8161245589255444,32078.87781819,12544.670748857268,8,3,1,2,1,8948.95384374223,10763.9969823102,3767.014116224398,7824.775040852514,-1815.0431385679694,5181.939727517833,1124.1788028897163,-0.16862166921366226,1.3756093201773254,0.14366915304535532,9856.475413026215,1283.4293114275338,7627.107902235874,2991.434725985433,0.1469187600059616,0.1469187600059616,0.5658245626556704,-0.5578658770696561,1,1,0,0,0
2023__q4__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2023,Q4,4,2023__q4,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,11299.527175467256,3280.0732440050006,45198.10870186902,-0.0377861409774807,38638.0,18486.08214569328,4,2,1,2,1,11299.527175467256,8948.95384374223,10763.9969823102,7028.466666666667,2350.573331725025,535.5301931570557,4271.060508800589,0.2626645944060511,0.049751982840310925,0.6076802681666824,10124.240509604744,1662.1063425390269,8694.873029436021,3435.7846110950713,0.6501026527211717,0.6501026527211717,0.7144446264469697,-0.5760221932114559,1,1,0,0,0
2023__end_year_annual__revenue_total_revenue_taxes_on_income_profit_and_capital_gains,2023,End-Year/Annual,5,2023__end_year_annual,Revenue,total_revenue,revenue_total_revenue_taxes_on_income_profit_and_capital_gains,unspecified,0.27110692951125964,0.27110692951125964,0.5422138590225193,-0.0377861409774807,0.58,0.436840769608245,2,1,1,1,1,0.27110692951125964,11299.527175467256,8948.95384374223,3767.014116224398,-11299.256068537745,-8948.68273681272,-3766.7430092948866,-0.9999760072324,-0.9999697051818297,-0.9999280313476013,5649.899141198383,7989.780588426291,7753.1872771123,5265.5822273619415,-1.7687130364623118,1.7687130364623118,2.4814465220747274e-05,-0.6744997685126819,1,1,0,0,0
