panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related
2024__q2__debt_domestic_debt_issuances_or_borrowings,2024,Q2,2,2024__q2,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,103999.390886,103999.390886,103999.390886,103999.390886,103999.390886,,1,1,1,1,1,103999.390886,87982.51632691,87982.51632691,22597.0,16016.874559089993,16016.874559089993,81402.390886,0.18204610674667793,0.18204610674667793,3.6023538914900204,95990.953606455,11325.640614146821,87312.105884955,14193.625128047388,0.5782466354496708,0.5782466354496708,0.589860843584402,1.1668334647696963,1,0,0,1,0
2024__q3__debt_domestic_debt_issuances_or_borrowings,2024,Q3,3,2024__q3,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,117245.0,117245.0,117245.0,117245.0,117245.0,,1,1,1,1,1,117245.0,103999.390886,87982.51632691,69284.0,13245.609114000006,29262.48367309,47961.0,0.12736237204042203,0.3325943027630807,0.692237746088563,110622.195443,9366.060025455712,99302.355884955,14145.413283463546,1.0564441062730399,1.0564441062730399,0.675168318768387,0.9729254428533215,1,0,0,1,0
2024__q4__debt_domestic_debt_issuances_or_borrowings,2024,Q4,4,2024__q4,Debt,domestic_debt,debt_domestic_debt_issuances_or_borrowings,unspecified,167681.30078323002,167681.30078323002,167681.30078323002,167681.30078323002,167681.30078323002,,1,1,1,1,1,167681.30078323002,117245.0,103999.390886,87982.51632691,50436.30078323002,63681.90989723003,79698.78445632002,0.4301786923385221,0.6123296430364252,0.9058479773434673,142463.150391615,35663.8503017863,119227.051999035,34447.280626621665,2.8773125363050824,2.8773125363050824,1.0,0.7502055868277726,1,0,0,1,0
2022__q1__debt_domestic_debt_principal_repayment,2022,Q1,1,2022__q1,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,31997.0,31997.0,31997.0,31997.0,31997.0,,1,1,1,1,1,31997.0,,,,,,,,,,31997.0,,31997.0,,-0.9115206718071793,0.9115206718071793,0.3560559401381425,1.0899020601052647,1,0,0,1,0
2022__q3__debt_domestic_debt_principal_repayment,2022,Q3,3,2022__q3,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,41924.0,41924.0,41924.0,41924.0,41924.0,,1,1,1,1,1,41924.0,31997.0,,,9927.0,,,0.31024783573460013,,,36960.5,7019.4490168388575,36960.5,7019.4490168388575,-0.4811441814847123,0.4811441814847123,0.508849236197942,0.1698342708530269,1,0,0,1,0
2022__q4__debt_domestic_debt_principal_repayment,2022,Q4,4,2022__q4,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,50441.0,50441.0,50441.0,50441.0,50441.0,,1,1,1,1,1,50441.0,41924.0,31997.0,,8517.0,18444.0,,0.20315332506440226,0.5764290402225208,,46182.5,6022.428455365825,41454.0,9230.97822551868,-0.11189702040115718,0.11189702040115718,0.6399402508590996,-0.19280670350251017,1,0,0,1,0
2022__end_year_annual__debt_domestic_debt_principal_repayment,2022,End-Year/Annual,5,2022__end_year_annual,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,36997.0,36997.0,36997.0,36997.0,36997.0,,1,1,1,1,1,36997.0,50441.0,41924.0,,-13444.0,-4927.0,,-0.2665292123470986,-0.11752218299780555,,43719.0,9506.343566271946,40339.75,7859.613110707168,-0.694750000747208,0.694750000747208,0.43301438481417726,0.375612413390645,1,0,0,1,0
2023__q1__debt_domestic_debt_principal_repayment,2023,Q1,1,2023__q1,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,8864.0,8864.0,8864.0,8864.0,8864.0,,1,1,1,1,1,8864.0,36997.0,50441.0,31997.0,-28133.0,-41577.0,-23133.0,-0.7604130064599832,-0.8242699391368133,-0.7229740288152015,22930.5,19893.03507512114,34556.5,18006.091497046214,-1.9144318585332427,1.9144318585332427,0.0,-0.18486921516946422,1,0,0,1,0
2023__q2__debt_domestic_debt_principal_repayment,2023,Q2,2,2023__q2,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,14017.0,14017.0,14017.0,14017.0,14017.0,,1,1,1,1,1,14017.0,8864.0,36997.0,41924.0,5153.0,-22980.0,-27907.0,0.5813402527075813,-0.6211314430899803,-0.6656569029672741,11440.5,3643.7212434542794,27579.75,19540.972636573988,-1.6910280049388362,1.6910280049388362,0.07931337308312143,-0.3107890572969989,1,0,0,1,0
2023__q3__debt_domestic_debt_principal_repayment,2023,Q3,3,2023__q3,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,55603.0,55603.0,111206.0,55603.0,55603.0,0.0,2,2,1,1,1,55603.0,14017.0,8864.0,50441.0,41586.0,46739.0,5162.0,2.9668259970036384,5.272901624548736,0.10233738427073215,34810.0,29405.742602423765,28870.25,21614.447812747843,0.11189702040115718,0.11189702040115718,0.7193921491426378,0.22776704355297567,1,0,0,1,0
2023__q4__debt_domestic_debt_principal_repayment,2023,Q4,4,2023__q4,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,58533.2,58533.2,58533.2,58533.2,58533.2,,1,1,1,1,1,58533.2,55603.0,14017.0,36997.0,2930.199999999997,44516.2,21536.199999999997,0.05269859539952875,3.1758721552400653,0.5821066572965374,57068.1,2071.9642902328196,34254.3,26454.033229232427,0.23893330446914265,0.23893330446914265,0.7644928760605813,-0.07459871669441016,1,0,0,1,0
2023__end_year_annual__debt_domestic_debt_principal_repayment,2023,End-Year/Annual,5,2023__end_year_annual,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,58533.2,58533.2,58533.2,58533.2,58533.2,,1,1,1,1,1,58533.2,58533.2,55603.0,8864.0,0.0,2930.199999999997,49669.2,0.0,0.05269859539952875,5.603474729241877,58533.2,0.0,46671.6,21813.511991729654,0.23893330446914265,0.23893330446914265,0.7644928760605813,-0.11154473279728504,1,0,0,1,0
2024__q2__debt_domestic_debt_principal_repayment,2024,Q2,2,2024__q2,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,68112.833,68112.833,68112.833,68112.833,68112.833,,1,1,1,1,1,68112.833,58533.2,58533.2,14017.0,9579.633000000002,9579.633000000002,54095.833,0.1636615288417514,0.1636615288417514,3.859301776414354,63323.0165,6773.823455578431,60195.55825,5455.935625515791,0.6542499992527919,0.6542499992527919,0.9119396073100247,0.5188447353269798,1,0,0,1,0
2024__q3__debt_domestic_debt_principal_repayment,2024,Q3,3,2024__q3,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,72932.0,72932.0,72932.0,72932.0,72932.0,,1,1,1,1,1,72932.0,68112.833,58533.2,55603.0,4819.167000000001,14398.800000000003,17329.0,0.07075270235786553,0.24599372663719057,0.31165584590759493,70522.41649999999,3407.6656653704367,64527.80825,7196.14474495006,0.8631808121608058,0.8631808121608058,0.9861147267008392,0.3393398668805454,1,0,0,1,0
2024__q4__debt_domestic_debt_principal_repayment,2024,Q4,4,2024__q4,Debt,domestic_debt,debt_domestic_debt_principal_repayment,unspecified,73834.12798332999,73834.12798332999,73834.12798332999,73834.12798332999,73834.12798332999,,1,1,1,1,1,73834.12798332999,72932.0,68112.833,58533.2,902.1279833299923,5721.294983329994,15300.927983329995,0.012369439797756709,0.08399731344796646,0.26140597102721186,73383.063991665,637.9008145108706,68353.0402458325,7011.803315150189,0.9022917898264899,0.9022917898264899,1.0,-0.04716842151393763,1,0,0,1,0
2022__q1__debt_domestic_debt_unlabeled_row,2022,Q1,1,2022__q1,Debt,domestic_debt,debt_domestic_debt_unlabeled_row,unspecified,558747.0,558747.0,558747.0,558747.0,558747.0,,1,1,1,1,1,558747.0,,,,,,,,,,558747.0,,558747.0,,-2.5748222690074365,2.5748222690074365,0.0,30.136337199663608,1,0,0,1,0
2022__end_year_annual__debt_domestic_debt_unlabeled_row,2022,End-Year/Annual,5,2022__end_year_annual,Debt,domestic_debt,debt_domestic_debt_unlabeled_row,unspecified,558747.0,558747.0,558747.0,558747.0,558747.0,,1,1,1,1,1,558747.0,558747.0,,,0.0,,,0.0,,,558747.0,0.0,558747.0,0.0,-2.5748222690074365,2.5748222690074365,0.0,15.18481725936651,1,0,0,1,0
2023__q1__debt_domestic_debt_unlabeled_row,2023,Q1,1,2023__q1,Debt,domestic_debt,debt_domestic_debt_unlabeled_row,unspecified,614956.0,614956.0,614956.0,614956.0,614956.0,,1,1,1,1,1,614956.0,558747.0,558747.0,,56209.0,56209.0,,0.1005983029886514,0.1005983029886514,,586851.5,39745.76506371465,577483.3333333334,32452.28128087966,0.0,0.0,0.6562024513394471,33.29451950769934,1,0,0,1,0
2023__q3__debt_domestic_debt_unlabeled_row,2023,Q3,3,2023__q3,Debt,domestic_debt,debt_domestic_debt_unlabeled_row,unspecified,614956.0,614956.0,614956.0,614956.0,614956.0,,1,1,1,1,1,614956.0,614956.0,558747.0,,0.0,56209.0,,0.0,0.1005983029886514,,614956.0,0.0,586851.5,32452.28128087966,0.0,0.0,0.6562024513394471,9.647017189128771,1,0,0,1,0
2023__q4__debt_domestic_debt_unlabeled_row,2023,Q4,4,2023__q4,Debt,domestic_debt,debt_domestic_debt_unlabeled_row,unspecified,614956.0,614956.0,614956.0,614956.0,614956.0,,1,1,1,1,1,614956.0,614956.0,614956.0,558747.0,0.0,0.0,56209.0,0.0,0.0,0.1005983029886514,614956.0,0.0,600903.75,28104.499999999993,0.0,0.0,0.6562024513394471,5.832277418596025,1,0,0,1,0
2023__end_year_annual__debt_domestic_debt_unlabeled_row,2023,End-Year/Annual,5,2023__end_year_annual,Debt,domestic_debt,debt_domestic_debt_unlabeled_row,unspecified,614956.0,614956.0,614956.0,614956.0,614956.0,,1,1,1,1,1,614956.0,614956.0,614956.0,558747.0,0.0,0.0,56209.0,0.0,0.0,0.1005983029886514,614956.0,0.0,614956.0,0.0,0.0,0.0,0.6562024513394471,5.239990260763317,1,0,0,1,0
2024__q3__debt_domestic_debt_unlabeled_row,2024,Q3,3,2024__q3,Debt,domestic_debt,debt_domestic_debt_unlabeled_row,unspecified,644405.0,644405.0,644405.0,644405.0,644405.0,,1,1,1,1,1,644405.0,614956.0,614956.0,614956.0,29449.0,29449.0,29449.0,0.04788797897735773,0.04788797897735773,0.04788797897735773,629680.5,20823.587599162638,622318.25,14724.499999999984,1.349,1.349,0.9999998145641152,8.510238922640486,1,0,0,1,0
2024__q4__debt_domestic_debt_unlabeled_row,2024,Q4,4,2024__q4,Debt,domestic_debt,debt_domestic_debt_unlabeled_row,unspecified,644405.01588407,644405.01588407,644405.01588407,644405.01588407,644405.01588407,,1,1,1,1,1,644405.01588407,644405.0,614956.0,614956.0,0.01588406995870173,29449.01588406996,29449.01588406996,2.4649203464749233e-08,0.04788800480696173,0.04788800480696173,644405.007942035,0.011231733580639516,629680.5039710174,17002.39266270253,1.3490007276175888,1.3490007276175888,1.0,4.800696275471226,1,0,0,1,0
2022__q1__debt_external_debt_amortization_of_government_bonds,2022,Q1,1,2022__q1,Debt,external_debt,debt_external_debt_amortization_of_government_bonds,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,,,,,,,,,,0.0,,0.0,,0.0,0.0,0.0,-0.6744999999999999,1,0,0,1,0
2023__q1__debt_external_debt_amortization_of_government_bonds,2023,Q1,1,2023__q1,Debt,external_debt,debt_external_debt_amortization_of_government_bonds,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6745,1,0,0,1,0
2024__q4__debt_external_debt_amortization_of_government_bonds,2024,Q4,4,2024__q4,Debt,external_debt,debt_external_debt_amortization_of_government_bonds,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6745012737034431,1,0,0,1,0
2022__q1__debt_external_debt_end_of_period_balance,2022,Q1,1,2022__q1,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,379263.0,379263.0,379263.0,379263.0,379263.0,,1,1,1,1,1,379263.0,,,,,,,,,,379263.0,,379263.0,,0.06322099691721823,0.06322099691721823,0.2651886020267575,20.239098728684038,1,0,0,1,0
2022__q3__debt_external_debt_end_of_period_balance,2022,Q3,3,2022__q3,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,361761.0,361761.0,361761.0,361761.0,361761.0,,1,1,1,1,1,361761.0,379263.0,,,-17502.0,,,-0.046147396397750375,,,370512.0,12375.782884326954,370512.0,12375.782884326954,-0.47196347130292865,0.47196347130292865,0.13449474589879562,6.8950495987238165,1,0,0,1,0
2022__q4__debt_external_debt_end_of_period_balance,2022,Q4,4,2022__q4,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,375128.0,375128.0,375128.0,375128.0,375128.0,,1,1,1,1,1,375128.0,361761.0,379263.0,,13367.0,-4135.0,,0.03694980940455162,-0.010902724494611918,,368444.5,9451.896344120581,372050.6666666667,9147.813199521144,-0.06322099691721823,0.06322099691721823,0.2343110397430686,3.308512133160681,1,0,0,1,0
2022__end_year_annual__debt_external_debt_end_of_period_balance,2022,End-Year/Annual,5,2022__end_year_annual,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,361761.0,361761.0,361761.0,361761.0,361761.0,,1,1,1,1,1,361761.0,375128.0,361761.0,,-13367.0,0.0,,-0.03563317054445416,0.0,,368444.5,9451.896344120581,369478.25,9069.599453669385,-0.47196347130292865,0.47196347130292865,0.13449474589879562,9.59362219316737,1,0,0,1,0
2023__q1__debt_external_debt_end_of_period_balance,2023,Q1,1,2023__q1,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,343750.0,343750.0,343750.0,343750.0,343750.0,,1,1,1,1,1,343750.0,361761.0,375128.0,379263.0,-18011.0,-31378.0,-35513.0,-0.0497870140783556,-0.08364611545925657,-0.09363686940197172,352755.5,12735.700235950908,360600.0,12879.973162497927,-1.0227123832623084,1.0227123832623084,0.0,18.313607207298812,1,0,0,1,0
2023__q2__debt_external_debt_end_of_period_balance,2023,Q2,2,2023__q2,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,365623.0,365623.0,365623.0,365623.0,365623.0,,1,1,1,1,1,365623.0,343750.0,361761.0,361761.0,21873.0,3862.0,3862.0,0.06363054545454545,0.010675556513830954,0.010675556513830954,354686.5,15466.546624893354,361565.5,13138.175583644286,-0.35386940112430865,0.35386940112430865,0.1633337170087367,9.155711033015491,1,0,0,1,0
2023__q3__debt_external_debt_end_of_period_balance,2023,Q3,3,2023__q3,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,365623.0,365623.0,365623.0,365623.0,365623.0,,1,1,1,1,1,365623.0,365623.0,343750.0,375128.0,0.0,21873.0,-9505.0,0.0,0.06363054545454545,-0.025338017956537503,365623.0,0.0,359189.25,10452.601219313796,-0.35386940112430865,0.35386940112430865,0.1633337170087367,5.448362857165146,1,0,0,1,0
2023__q4__debt_external_debt_end_of_period_balance,2023,Q4,4,2023__q4,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,405877.0,405877.0,405877.0,405877.0,405877.0,,1,1,1,1,1,405877.0,365623.0,365623.0,361761.0,40254.0,40254.0,44116.0,0.11009701249647862,0.11009701249647862,0.12194791588921967,385750.0,28463.876369883284,370218.25,25912.33525273244,0.8770365286970714,0.8770365286970714,0.46392510568288686,3.612735452504073,1,0,0,1,0
2023__end_year_annual__debt_external_debt_end_of_period_balance,2023,End-Year/Annual,5,2023__end_year_annual,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,405877.0,405877.0,405877.0,405877.0,405877.0,,1,1,1,1,1,405877.0,405877.0,365623.0,343750.0,0.0,40254.0,62127.0,0.0,0.11009701249647862,0.1807330909090909,405877.0,0.0,385750.0,23240.6577359592,0.8770365286970714,0.8770365286970714,0.46392510568288686,3.2291208554861486,1,0,0,1,0
2024__q2__debt_external_debt_end_of_period_balance,2024,Q2,2,2024__q2,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,468918.25,468918.25,468918.25,468918.25,468918.25,,1,1,1,1,1,468918.25,405877.0,405877.0,365623.0,63041.25,63041.25,103295.25,0.15532107017643276,0.15532107017643276,0.2825184684770925,437397.625,44576.89536947644,411573.8125,42680.0852346926,2.8047418113609575,2.8047418113609575,0.9346772515877477,7.756022336495261,1,0,0,1,0
2024__q3__debt_external_debt_end_of_period_balance,2024,Q3,3,2024__q3,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,468918.0,468918.0,468918.0,468918.0,468918.0,,1,1,1,1,1,468918.0,468918.25,405877.0,365623.0,-0.25,63041.0,103295.0,-5.331419709085752e-07,0.15532045422628038,0.28251778471266853,468918.125,0.1767766952966369,437397.5625,36396.81048890995,2.8047341667422248,2.8047341667422248,0.9346753847460135,6.0011325211164515,1,0,0,1,0
2024__q4__debt_external_debt_end_of_period_balance,2024,Q4,4,2024__q4,Debt,external_debt,debt_external_debt_end_of_period_balance,unspecified,477666.01195747,477666.01195747,477666.01195747,477666.01195747,477666.01195747,,1,1,1,1,1,477666.01195747,468918.0,468918.25,405877.0,8748.011957469978,8747.761957469978,71789.01195746998,0.018655739292306923,0.018655196204178402,0.17687381141939548,473292.005978735,6185.778577028025,455344.81548936747,33235.372939243716,3.0722350310687054,3.0722350310687054,1.0,3.383995655290169,1,0,0,1,0
2022__q1__debt_external_debt_financing_from_external_borrowing,2022,Q1,1,2022__q1,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,,,,,,,,,,0.0,,0.0,,-0.6745,0.6745,0.0,-0.6744999999999999,1,0,0,1,0
2022__q2__debt_external_debt_financing_from_external_borrowing,2022,Q2,2,2022__q2,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,-0.6745,0.6745,0.0,-0.6745998224063934,1,0,0,1,0
2022__q3__debt_external_debt_financing_from_external_borrowing,2022,Q3,3,2022__q3,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,1,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,-0.6745,0.6745,0.0,-0.71170203484536,1,0,0,1,0
2022__end_year_annual__debt_external_debt_financing_from_external_borrowing,2022,End-Year/Annual,5,2022__end_year_annual,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,-0.6745,0.6745,0.0,-0.6745,1,0,0,1,0
2023__q1__debt_external_debt_financing_from_external_borrowing,2023,Q1,1,2023__q1,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,2910.37534326554,2910.37534326554,2910.37534326554,2910.37534326554,2910.37534326554,,1,1,1,1,1,2910.37534326554,0.0,0.0,0.0,2910.37534326554,2910.37534326554,2910.37534326554,,,,1455.18767163277,2057.9461410211893,727.593835816385,1455.18767163277,0.0,0.0,0.04850625572109233,-0.5137363082722759,1,0,0,1,0
2023__q2__debt_external_debt_financing_from_external_borrowing,2023,Q2,2,2023__q2,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,6724.18767163277,6724.18767163277,13448.37534326554,5269.0,8179.375343265539,2057.946141021189,2,1,1,2,1,6724.18767163277,2910.37534326554,0.0,0.0,3813.81232836723,6724.18767163277,6724.18767163277,1.3104194059340823,,,4817.281507449155,2696.772559561324,2408.6407537245773,3187.4118738152083,0.8838778893025385,0.8838778893025385,0.11206979452721283,-0.5071378356600541,1,0,0,1,0
2023__q3__debt_external_debt_financing_from_external_borrowing,2023,Q3,3,2023__q3,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,41224.807670964336,43951.0,123674.423012893,35772.423012893,43951.0,4721.903625094303,3,2,1,2,1,41224.807670964336,6724.18767163277,2910.37534326554,0.0,34500.61999933157,38314.43232769879,41224.807670964336,5.130823481456179,13.164773545912707,,23974.49767129855,24395.622356667573,12714.842671465662,19205.0414852414,8.87963975671812,8.87963975671812,0.6870801278494056,-0.014355176562740157,1,0,0,1,0
2023__q4__debt_external_debt_financing_from_external_borrowing,2023,Q4,4,2023__q4,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,38024.5,38024.5,76049.0,16049.0,60000.0,31078.05013992995,2,2,1,2,1,38024.5,41224.807670964336,6724.18767163277,0.0,-3200.3076709643356,31300.312328367232,38024.5,-0.07763062708521482,4.6548838100419765,,39624.65383548217,2262.959256022208,22220.96767146566,20198.570371973834,8.137945896144311,8.137945896144311,0.6337416666666666,-0.29231508380918503,1,0,0,1,0
2023__end_year_annual__debt_external_debt_financing_from_external_borrowing,2023,End-Year/Annual,5,2023__end_year_annual,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,unspecified,60000.0,60000.0,60000.0,60000.0,60000.0,,1,1,1,1,1,60000.0,38024.5,41224.807670964336,2910.37534326554,21975.5,18775.192329035664,57089.62465673446,0.577930018803666,0.45543432194735267,19.615897581333257,49012.25,15539.025069964975,36493.373835649276,22086.924729105627,13.230922918609282,13.230922918609282,1.0,-0.0974374181283773,1,0,0,1,0
2022__q1__debt_external_debt_issuances_or_borrowings,2022,Q1,1,2022__q1,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,,,,,,,,,,0.0,,0.0,,-1.2696470588235294,1.2696470588235294,0.0,-0.6744999999999999,1,0,0,1,0
2022__q4__debt_external_debt_issuances_or_borrowings,2022,Q4,4,2022__q4,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,18750.0,18750.0,18750.0,18750.0,18750.0,,1,1,1,1,1,18750.0,0.0,,,18750.0,,,,,,9375.0,13258.252147247766,9375.0,13258.252147247766,-0.8728823529411764,0.8728823529411764,0.18518518518518517,-0.5345521237154943,1,0,0,1,0
2022__end_year_annual__debt_external_debt_issuances_or_borrowings,2022,End-Year/Annual,5,2022__end_year_annual,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,18750.0,0.0,,-18750.0,0.0,,-1.0,,,9375.0,13258.252147247766,6250.0,10825.317547305483,-1.2696470588235294,1.2696470588235294,0.0,-0.6745,1,0,0,1,0
2023__q1__debt_external_debt_issuances_or_borrowings,2023,Q1,1,2023__q1,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,37500.0,37500.0,37500.0,37500.0,37500.0,,1,1,1,1,1,37500.0,0.0,18750.0,,37500.0,18750.0,,,1.0,,18750.0,26516.50429449553,14062.5,17951.75827043134,-0.47611764705882353,0.47611764705882353,0.37037037037037035,1.3969298771598704,1,0,0,1,0
2023__q2__debt_external_debt_issuances_or_borrowings,2023,Q2,2,2023__q2,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,60000.0,60000.0,60000.0,60000.0,60000.0,,1,1,1,1,1,60000.0,37500.0,0.0,0.0,22500.0,60000.0,60000.0,0.6,,,48750.0,15909.90257669732,29062.5,25685.903235043148,0.0,0.0,0.5925925925925926,0.9272389446507469,1,0,0,1,0
2023__q3__debt_external_debt_issuances_or_borrowings,2023,Q3,3,2023__q3,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,60000.0,60000.0,60000.0,60000.0,60000.0,,1,1,1,1,1,60000.0,60000.0,37500.0,18750.0,0.0,22500.0,41250.0,0.0,0.6,2.2,60000.0,0.0,39375.0,28311.879132265312,0.0,0.0,0.5925925925925926,0.3018105239492492,1,0,0,1,0
2023__q4__debt_external_debt_issuances_or_borrowings,2023,Q4,4,2023__q4,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,101250.0,101250.0,101250.0,101250.0,101250.0,,1,1,1,1,1,101250.0,60000.0,60000.0,0.0,41250.0,41250.0,101250.0,0.6875,0.6875,,80625.0,29168.154723945085,64687.5,26582.71289767092,0.8728823529411764,0.8728823529411764,1.0,0.37887451714139686,1,0,0,1,0
2023__end_year_annual__debt_external_debt_issuances_or_borrowings,2023,End-Year/Annual,5,2023__end_year_annual,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,101250.0,101250.0,101250.0,101250.0,101250.0,,1,1,1,1,1,101250.0,101250.0,60000.0,37500.0,0.0,41250.0,63750.0,0.0,0.6875,1.7,101250.0,0.0,80625.0,23815.698604072062,0.8728823529411764,0.8728823529411764,1.0,0.2992947403747877,1,0,0,1,0
2024__q3__debt_external_debt_issuances_or_borrowings,2024,Q3,3,2024__q3,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,67811.25,67811.25,67811.25,67811.25,67811.25,,1,1,1,1,1,67811.25,101250.0,101250.0,60000.0,-33438.75,-33438.75,7811.25,-0.33025925925925925,-0.33025925925925925,0.1301875,84530.625,23644.766879401664,82577.8125,21795.337096283347,0.16529217647058822,0.16529217647058822,0.6697407407407407,0.2661235796022616,1,0,0,1,0
2024__q4__debt_external_debt_issuances_or_borrowings,2024,Q4,4,2024__q4,Debt,external_debt,debt_external_debt_issuances_or_borrowings,unspecified,77185.24999966999,77185.24999966999,77185.24999966999,77185.24999966999,77185.24999966999,,1,1,1,1,1,77185.24999966999,67811.25,101250.0,60000.0,9373.999999669992,-24064.75000033001,17185.24999966999,0.13823664951862694,-0.2376765432131359,0.2864208333278332,72498.249999835,6628.418966609345,86874.12499991749,17035.248418782496,0.36365336862046777,0.36365336862046777,0.7623234567868641,-0.018695559573721293,1,0,0,1,0
2022__q1__debt_external_debt_principal_repayment,2022,Q1,1,2022__q1,Debt,external_debt,debt_external_debt_principal_repayment,unspecified,0.0,0.0,0.0,0.0,0.0,,1,1,1,1,1,0.0,,,,,,,,,,0.0,,0.0,,-0.6745,0.6745,0.0,-0.6744999999999999,1,0,0,1,0
2022__q3__debt_external_debt_principal_repayment,2022,Q3,3,2022__q3,Debt,external_debt,debt_external_debt_principal_repayment,unspecified,17502.0,17502.0,17502.0,17502.0,17502.0,,1,1,1,1,1,17502.0,0.0,,,17502.0,,,,,,8751.0,12375.782884326954,8751.0,12375.782884326954,-0.158655604107494,0.158655604107494,0.24956153484193866,-0.34368733151711917,1,0,0,1,0
2022__q4__debt_external_debt_principal_repayment,2022,Q4,4,2022__q4,Debt,external_debt,debt_external_debt_principal_repayment,unspecified,22885.0,22885.0,22885.0,22885.0,22885.0,,1,1,1,1,1,22885.0,17502.0,0.0,,5383.0,22885.0,,0.30756484973145926,,,20193.5,3806.3558031271855,13462.333333333334,11965.366117814086,0.0,0.0,0.32631789080435186,-0.4899616307496463,1,0,0,1,0
