panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,unit_mode,value_mean,value_median,value_sum,value_min,value_max,value_std,value_count,n_source_files,n_source_sheets,n_value_columns,n_raw_labels,value_winsorized,value_lag_1,value_lag_2,value_lag_4,value_change_lag_1,value_change_lag_2,value_change_lag_4,value_pct_change_lag_1,value_pct_change_lag_2,value_pct_change_lag_4,value_rolling_mean_2,value_rolling_std_2,value_rolling_mean_4,value_rolling_std_4,value_robust_z_by_entity,value_abs_robust_z_by_entity,value_minmax_by_entity,value_robust_z_by_period,is_core_indicator,is_revenue_related,is_expenditure_related,is_debt_related,is_surplus_deficit_related,risk_component_entity_deviation_raw,risk_component_entity_deviation,risk_component_period_deviation_raw,risk_component_period_deviation,risk_component_temporal_change_raw,risk_component_temporal_change,risk_component_rolling_instability_raw,risk_component_rolling_instability,risk_component_source_uncertainty_raw,risk_component_source_uncertainty,panel_fiscal_risk_score_0_100,panel_anomaly_threshold_quantile,panel_anomaly_threshold_value,panel_fiscal_anomaly_label,panel_fiscal_anomaly_label_q60,panel_fiscal_anomaly_label_q70,panel_fiscal_anomaly_label_q80,panel_fiscal_anomaly_label_q90,label_high_entity_deviation,label_high_period_deviation,label_high_temporal_change,label_high_rolling_instability,label_high_source_uncertainty,panel_multi_component_anomaly_label,panel_risk_level,panel_traceability_index_0_1,panel_interpretability_index_0_1,panel_audit_readiness_index_0_1,panel_governance_alignment_index_0_1,panel_risk_signal_completeness_0_1,panel_temporal_support_index_0_1,panel_decision_usability_index_0_1,panel_interpretability_score_1_5,panel_decision_usability_score_1_5
2024__q4__revenue_total_revenue_25340_736933747008_other_revenues,2024,Q4,4,2024__q4,Revenue,total_revenue,revenue_total_revenue_25340_736933747008_other_revenues,unspecified,81586.00896986696,81586.00896986696,163172.01793973392,41229.85455837197,121942.16338136196,57072.22089395903,2,1,1,2,1,81586.00896986696,27709.512563315,27662.059325927978,,53876.49640655196,53923.94964393898,,1.944332159703155,1.9493830523816216,,54647.760766590975,38096.43595564556,45652.52695303664,31119.31731807167,765.8001609002739,765.8001609002739,1.0,0.0186955595737212,1,1,0,0,0,765.8001609002739,0.001089706659302864,0.0186955595737212,0.0003461122274004789,0.020518803449013977,0.03577932556219574,0.04212750671378085,0.04212750671378085,0.9969072164948454,0.9969072164948454,16.340720803700403,0.75,16.43839004488965,0,1,1,0,0,1,0,1,1,0,1,high,0.003092783505154639,0.9872881355932204,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.9491525423728815,4.505286650358204
2022__q2__revenue_total_revenue_277958_647432885,2022,Q2,2,2022__q2,Revenue,total_revenue,revenue_total_revenue_277958_647432885,unspecified,370365.0,370365.0,370365.0,370365.0,370365.0,,1,1,1,1,1,370365.0,,,,,,,,,,370365.0,,370365.0,,-0.6745,0.6745,0.0,11.64897535888708,1,1,0,0,0,0.6745,9.59789745716047e-07,11.64897535888708,0.21565831140272165,0.0,0.0,0.0,0.0,1.0,1.0,19.313195021746804,0.75,16.43839004488965,1,1,1,1,1,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__revenue_total_revenue_277958_647432885,2022,Q3,3,2022__q3,Revenue,total_revenue,revenue_total_revenue_277958_647432885,unspecified,626030.5,626030.5,1252061.0,301869.0,950192.0,458433.58969920606,2,1,1,2,1,626030.5,370365.0,,,255665.5,,,0.690306859449462,,,498197.75,180782.80876544927,498197.75,180782.80876544927,0.6745,0.6745,1.0,12.451846629988957,1,1,0,0,0,0.6745,9.59789745716047e-07,12.451846629988957,0.23052192449015885,0.09736979518204213,0.1697869766333776,0.22290233351870012,0.22290233351870012,0.9969072164948454,0.9969072164948454,26.30335006636628,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.003092783505154639,0.9745762711864407,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.898305084745763,4.499057836798881
2023__q2__revenue_total_revenue_280944_225483147,2023,Q2,2,2023__q2,Revenue,total_revenue,revenue_total_revenue_280944_225483147,unspecified,314822.867450183,314822.867450183,314822.867450183,314822.867450183,314822.867450183,,1,1,1,1,1,314822.867450183,,,,,,,,,,314822.867450183,,314822.867450183,,-0.6745,0.6745,0.0,7.787988470343839,1,1,0,0,0,0.6745,9.59789745716047e-07,7.787988470343839,0.1441795858428769,0.0,0.0,0.0,0.0,1.0,1.0,17.883620510549907,0.75,16.43839004488965,1,1,1,1,0,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2023__q3__revenue_total_revenue_280944_225483147,2023,Q3,3,2023__q3,Revenue,total_revenue,revenue_total_revenue_280944_225483147,unspecified,655716.9322103102,854305.963188087,1967150.7966309309,258538.8702547569,854305.963188087,343966.2914793789,3,2,1,2,1,655716.9322103102,314822.867450183,,,340894.0647601272,,,1.0828122732033425,,,485269.8998302466,241048.50485813204,485269.8998302466,241048.50485813204,0.6745,0.6745,1.0,10.33341275088632,1,1,0,0,0,0.6745,9.59789745716047e-07,10.33341275088632,0.19130320703986806,0.1298289596028988,0.2263871099782136,0.29720898016238884,0.29720898016238884,0.877147766323024,0.877147766323024,25.969186331335198,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.12285223367697594,0.9745762711864407,1.0,0.6840999767021958,1.0,1.0,0.8894349918457685,4.898305084745763,4.557739967383074
2024__q2__revenue_total_revenue_293433_36376781197,2024,Q2,2,2024__q2,Revenue,total_revenue,revenue_total_revenue_293433_36376781197,unspecified,353591.828949875,353591.828949875,353591.828949875,353591.828949875,353591.828949875,,1,1,1,1,1,353591.828949875,,,,,,,,,,353591.828949875,,353591.828949875,,0.0,0.0,0.0940787829516051,5.673620862248552,1,1,0,0,0,0.0,0.0,5.673620862248552,0.1050361475576744,0.0,0.0,0.0,0.0,1.0,1.0,17.10072295115349,0.75,16.43839004488965,1,1,1,0,0,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2024__q3__revenue_total_revenue_293433_36376781197,2024,Q3,3,2024__q3,Revenue,total_revenue,revenue_total_revenue_293433_36376781197,unspecified,309208.2358987051,309208.2358987051,309208.2358987051,309208.2358987051,309208.2358987051,,1,1,1,1,1,309208.2358987051,353591.828949875,,,-44383.59305116994,,,-0.1255221117042886,,,331400.0324242901,31383.93961990641,331400.0324242901,31383.93961990641,-0.6745,0.6745,0.0,3.717608433905134,1,1,0,0,0,0.6745,9.59789745716047e-07,3.717608433905134,0.06882435000610163,0.016903420234959634,0.02947506062934148,0.03869589937261832,0.03869589937261832,1.0,1.0,17.54645549699051,0.75,16.43839004488965,1,1,1,1,0,0,1,1,0,1,1,high,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2024__q4__revenue_total_revenue_293433_36376781197,2024,Q4,4,2024__q4,Revenue,total_revenue,revenue_total_revenue_293433_36376781197,unspecified,780978.720791151,780978.720791151,1561957.441582302,302862.0064829554,1259095.4350993468,676159.1417719128,2,1,1,2,1,780978.720791151,309208.2358987051,353591.828949875,,471770.484892446,427386.891841276,,1.5257371250841951,1.208701267533708,,545093.4783449281,333592.10903111415,481259.5952132437,260511.30783695745,6.49502301930785,6.49502301930785,1.0,5.961096948894103,1,1,0,0,0,6.49502301930785,9.242189017229581e-06,5.961096948894103,0.11035821284707725,0.1796730353860378,0.3133018961753291,0.36056769322572463,0.36056769322572463,0.9969072164948454,0.9969072164948454,28.835603091927197,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.003092783505154639,0.9872881355932204,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.9491525423728815,4.505286650358204
2023__q1__revenue_total_revenue_314822_867450183,2023,Q1,1,2023__q1,Revenue,total_revenue,revenue_total_revenue_314822_867450183,unspecified,280944.225483147,280944.225483147,280944.225483147,280944.225483147,280944.225483147,,1,1,1,1,1,280944.225483147,,,,,,,,,,280944.225483147,,280944.225483147,,-0.6458017912909276,0.6458017912909276,0.0234918354594726,14.844333666168806,1,1,0,0,0,0.6458017912909276,9.189532054056146e-07,14.844333666168806,0.2748142075776855,0.0,0.0,0.0,0.0,1.0,1.0,20.49631172014987,0.75,16.43839004488965,1,1,1,1,1,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2023__q3__revenue_total_revenue_314822_867450183,2023,Q3,3,2023__q3,Revenue,total_revenue,revenue_total_revenue_314822_867450183,unspecified,258538.8702547569,258538.8702547569,258538.8702547569,258538.8702547569,258538.8702547569,,1,1,1,1,1,258538.8702547569,280944.225483147,,,-22405.355228390108,,,-0.0797501895255509,,,269741.547868952,15842.978616888124,269741.547868952,15842.978616888124,-0.7031982087090722,0.7031982087090722,0.0,3.645114810418748,1,1,0,0,0,0.7031982087090722,1.0006262860264792e-06,3.645114810418748,0.06748227038562998,0.00853304384647575,0.014879354665011826,0.019534141148193896,0.019534141148193896,1.0,1.0,16.940274637024324,0.75,16.43839004488965,1,1,1,0,0,0,1,0,0,1,1,high,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2023__q4__revenue_total_revenue_314822_867450183,2023,Q4,4,2023__q4,Revenue,total_revenue,revenue_total_revenue_314822_867450183,unspecified,785136.6190812085,785136.6190812085,1570273.238162417,357983.637487165,1212289.600675252,604085.5397784014,2,2,1,2,1,785136.6190812085,258538.8702547569,280944.225483147,,526597.7488264516,504192.3935980615,,2.0368223482509884,1.7946351904225433,,521837.7446679827,372360.83915275417,441539.9049397041,297774.2877791106,0.6458017912909277,0.6458017912909277,0.5521335208773912,7.638881744550574,1,1,0,0,0,0.6458017912909277,9.189532054056147e-07,7.638881744550574,0.14141916239680685,0.2005539161325,0.3497125880614078,0.4073233544086999,0.4073233544086999,0.8802405498281787,0.8802405498281787,29.13612114131363,0.75,16.43839004488965,1,1,1,1,1,0,1,1,1,0,1,high,0.1197594501718213,0.9872881355932204,1.0,0.6874666550177646,1.0,1.0,0.8906133292562175,4.9491525423728815,4.56245331702487
2023__end_year_annual__revenue_total_revenue_314822_867450183,2023,End-Year/Annual,5,2023__end_year_annual,Revenue,total_revenue,revenue_total_revenue_314822_867450183,unspecified,1212289.600675252,1212289.600675252,1212289.600675252,1212289.600675252,1212289.600675252,,1,1,1,1,1,990084.0,785136.6190812085,258538.8702547569,,427152.9815940436,953750.7304204952,,0.5440492408746791,3.689003241488199,,998713.1098782304,302042.7698892007,634227.3288735911,455660.8289184852,1.7400513839914653,1.7400513839914653,1.0,10.984995078759932,1,1,0,0,0,1.7400513839914653,2.4760318389533345e-06,10.984995078759932,0.20336599713426678,0.16268051830271596,0.283671474384113,0.47908374284401367,0.47908374284401367,1.0,1.0,31.92707985398297,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,1,1,high,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.932203389830509,4.501694915254237
2022__q2__revenue_total_revenue_3177_6035160899996_other_taxes,2022,Q2,2,2022__q2,Revenue,total_revenue,revenue_total_revenue_3177_6035160899996_other_taxes,unspecified,19847.0,19847.0,19847.0,19847.0,19847.0,,1,1,1,1,1,19847.0,,,,,,,,,,19847.0,,19847.0,,0.6744999999999999,0.6744999999999999,1.0,-0.0142080558433229,1,1,0,0,0,0.6744999999999999,9.597897457160468e-07,0.0142080558433229,0.0002630347508760913,0.0,0.0,0.0,0.0,1.0,1.0,15.005289488709892,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,low,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__revenue_total_revenue_3177_6035160899996_other_taxes,2022,Q3,3,2022__q3,Revenue,total_revenue,revenue_total_revenue_3177_6035160899996_other_taxes,unspecified,13648.0,13648.0,27296.0,2136.0,25160.0,16280.42653003907,2,1,1,2,1,13648.0,19847.0,,,-6199.0,,,-0.3123393963823248,,,16747.5,4383.354936575408,16747.5,4383.354936575408,-0.6744999999999999,0.6744999999999999,0.0,-0.4247254223997063,1,1,0,0,0,0.6744999999999999,9.597897457160468e-07,0.4247254223997063,0.00786297202823504,0.002360883518103435,0.004116751750097985,0.005404607056808298,0.005404607056808298,0.9969072164948454,0.9969072164948454,15.274300622533838,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,moderate,0.003092783505154639,0.9745762711864407,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.898305084745763,4.499057836798881
2024__q2__revenue_total_revenue_3689_8080619899997_other_taxes,2024,Q2,2,2024__q2,Revenue,total_revenue,revenue_total_revenue_3689_8080619899997_other_taxes,unspecified,24506.52012768,24506.52012768,24506.52012768,24506.52012768,24506.52012768,,1,1,1,1,1,24506.52012768,,,,,,,,,,24506.52012768,,24506.52012768,,0.6745,0.6745,1.0,-0.2685364162333803,1,1,0,0,0,0.6745,9.59789745716047e-07,0.2685364162333803,0.004971433820644807,0.0,0.0,0.0,0.0,1.0,1.0,15.099457470105268,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,low,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2024__q3__revenue_total_revenue_3689_8080619899997_other_taxes,2024,Q3,3,2024__q3,Revenue,total_revenue,revenue_total_revenue_3689_8080619899997_other_taxes,unspecified,5311.472721539998,5311.472721539998,5311.472721539998,5311.472721539998,5311.472721539998,,1,1,1,1,1,5311.472721539998,24506.52012768,,,-19195.04740614,,,-0.7832628747832413,,,14908.99642461,13572.948186078844,14908.99642461,13572.948186078844,-1.6314881073281533,1.6314881073281533,0.0,-0.6274958409998938,1,1,0,0,0,1.6314881073281533,2.3215501196015462e-06,0.6274958409998938,0.011616875245514852,0.007310413677510234,0.01274741344503383,0.016735229660750778,0.016735229660750778,1.0,1.0,15.738383865225822,0.75,16.43839004488965,0,1,0,0,0,1,0,0,0,1,1,moderate,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2024__q4__revenue_total_revenue_3689_8080619899997_other_taxes,2024,Q4,4,2024__q4,Revenue,total_revenue,revenue_total_revenue_3689_8080619899997_other_taxes,unspecified,18891.981425465,18891.981425465,37783.96285093,2138.08096986,35645.88188107,23693.59324696537,2,1,1,2,1,18891.981425465,5311.472721539998,24506.52012768,,13580.508703925005,-5614.538702214999,,2.5568254636517267,-0.2291038741103598,,12101.7270735025,9602.8697965083,16236.658091561663,9869.170063215504,0.0,0.0,0.7075006597577325,-0.5139852506277197,1,1,0,0,0,0.0,0.0,0.5139852506277197,0.009515445592535672,0.00517215177507736,0.009018854470603853,0.012025100462207946,0.012025100462207946,0.9969072164948454,0.9969072164948454,15.50467075561859,0.75,16.43839004488965,0,1,0,0,0,0,0,0,0,0,0,moderate,0.003092783505154639,0.9872881355932204,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.9491525423728815,4.505286650358204
2022__q1__revenue_total_revenue_370365,2022,Q1,1,2022__q1,Revenue,total_revenue,revenue_total_revenue_370365,unspecified,277958.647432885,277958.647432885,277958.647432885,277958.647432885,277958.647432885,,1,1,1,1,1,277958.647432885,,,,,,,,,,277958.647432885,,277958.647432885,,-0.6745,0.6745,0.0,14.65289976106058,1,1,0,0,0,0.6745,9.59789745716047e-07,14.65289976106058,0.27127017804298714,0.0,0.0,0.0,0.0,1.0,1.0,20.425432354552115,0.75,16.43839004488965,1,1,1,1,1,0,1,0,0,1,1,high,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__revenue_total_revenue_370365,2022,Q3,3,2022__q3,Revenue,total_revenue,revenue_total_revenue_370365,unspecified,301869.0,301869.0,301869.0,301869.0,301869.0,,1,1,1,1,1,301869.0,277958.647432885,,,23910.352567114984,,,0.0860212581545544,,,289913.8237164425,16907.17244076818,289913.8237164425,16907.17244076818,0.0,0.0,0.046418073831769,5.635700003721245,1,1,0,0,0,0.0,0.0,5.635700003721245,0.10433411599996305,0.009106219698796058,0.01587882061708433,0.020846275240362002,0.020846275240362002,1.0,1.0,17.716952860946378,0.75,16.43839004488965,1,1,1,1,0,0,1,0,0,1,1,high,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2022__q4__revenue_total_revenue_370365,2022,Q4,4,2022__q4,Revenue,total_revenue,revenue_total_revenue_370365,unspecified,793067.3237164426,793067.3237164426,1586134.6474328851,317971.0,1268163.6474328851,671887.6644333914,2,1,1,2,1,793067.3237164426,301869.0,277958.647432885,,491198.32371644257,515108.6762835576,,1.6271903498419598,1.853184569146869,,547468.1618582213,347329.6656073615,457631.6570497759,290741.70855598664,13.856477792067816,13.856477792067816,1.0,7.815433650531735,1,1,0,0,0,13.856477792067816,1.971727990595822e-05,7.815433650531735,0.14468768042056435,0.18707209732533647,0.326203888566788,0.38895823660096696,0.38895823660096696,0.9969072164948454,0.9969072164948454,30.206404694581412,0.75,16.43839004488965,1,1,1,1,1,1,1,1,1,0,1,high,0.003092783505154639,0.9872881355932204,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.9491525423728815,4.505286650358204
2022__q2__revenue_total_revenue_4112_05065303_taxes_on_income_profit_and_capital_gains,2022,Q2,2,2022__q2,Revenue,total_revenue,revenue_total_revenue_4112_05065303_taxes_on_income_profit_and_capital_gains,unspecified,10235.0,10235.0,10235.0,10235.0,10235.0,,1,1,1,1,1,10235.0,,,,,,,,,,10235.0,,10235.0,,-0.6745,0.6745,0.0,-0.3340390459276799,1,1,0,0,0,0.6745,9.59789745716047e-07,0.3340390459276799,0.006184088674578674,0.0,0.0,0.0,0.0,1.0,1.0,15.123710567183945,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,low,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__revenue_total_revenue_4112_05065303_taxes_on_income_profit_and_capital_gains,2022,Q3,3,2022__q3,Revenue,total_revenue,revenue_total_revenue_4112_05065303_taxes_on_income_profit_and_capital_gains,unspecified,10489.5,10489.5,20979.0,3316.0,17663.0,10144.860989683397,2,1,1,2,1,10489.5,10235.0,,,254.5,,,0.0248656570591108,,,10362.25,179.95867581197635,10362.25,179.95867581197635,0.6745,0.6745,1.0,-0.4911392288482407,1,1,0,0,0,0.6745,9.59789745716047e-07,0.4911392288482407,0.009092495562387873,9.692626982153751e-05,0.0001690135865910188,0.0002218861906690937,0.0002218861906690937,0.9969072164948454,0.9969072164948454,15.142195516954668,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,low,0.003092783505154639,0.9745762711864407,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.898305084745763,4.499057836798881
2023__q2__revenue_total_revenue_4120_3888697_other_taxes,2023,Q2,2,2023__q2,Revenue,total_revenue,revenue_total_revenue_4120_3888697_other_taxes,unspecified,22623.86164669,22623.86164669,22623.86164669,22623.86164669,22623.86164669,,1,1,1,1,1,22623.86164669,,,,,,,,,,22623.86164669,,22623.86164669,,0.6744999999999984,0.6744999999999984,1.0,-0.079061337759511,1,1,0,0,0,0.6744999999999984,9.597897457160447e-07,0.079061337759511,0.001463668183094631,0.0,0.0,0.0,0.0,1.0,1.0,15.029302157354262,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,low,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2023__q3__revenue_total_revenue_4120_3888697_other_taxes,2023,Q3,3,2023__q3,Revenue,total_revenue,revenue_total_revenue_4120_3888697_other_taxes,unspecified,20980.85704149,29895.60721362,62942.57112446999,3151.356697229996,29895.60721362,15440.800234912556,3,2,1,2,1,20980.85704149,22623.86164669,,,-1643.0046051999998,,,-0.0726226420077308,,,21802.35934409,1161.7796978576475,21802.35934409,1161.7796978576475,-0.6745000000000014,0.6745000000000014,0.0,-0.3552540989135729,1,1,0,0,0,0.6745000000000014,9.59789745716049e-07,0.3552540989135729,0.006576844463161101,0.0006257366626603087,0.0010911179994075582,0.001432455925735193,0.001432455925735193,0.877147766323024,0.877147766323024,13.332091376675134,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,low,0.12285223367697594,0.9745762711864407,1.0,0.6840999767021958,1.0,1.0,0.8894349918457685,4.898305084745763,4.557739967383074
2022__q2__revenue_total_revenue_5064_22321262_taxes_on_international_trade_and_transactions,2022,Q2,2,2022__q2,Revenue,total_revenue,revenue_total_revenue_5064_22321262_taxes_on_international_trade_and_transactions,unspecified,5424.0,5424.0,5424.0,5424.0,5424.0,,1,1,1,1,1,5424.0,,,,,,,,,,5424.0,,5424.0,,-0.6745,0.6745,0.0,-0.4941209116471807,1,1,0,0,0,0.6745,9.59789745716047e-07,0.4941209116471807,0.009147695668641629,0.0,0.0,0.0,0.0,1.0,1.0,15.182982707065204,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,low,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2022__q3__revenue_total_revenue_5064_22321262_taxes_on_international_trade_and_transactions,2022,Q3,3,2022__q3,Revenue,total_revenue,revenue_total_revenue_5064_22321262_taxes_on_international_trade_and_transactions,unspecified,9164.5,9164.5,18329.0,3920.0,14409.0,7416.843027865697,2,1,1,2,1,9164.5,5424.0,,,3740.5,,,0.6896202064896755,,,7294.25,2644.932915028281,7294.25,2644.932915028281,0.6745,0.6745,1.0,-0.5190000151532298,1,1,0,0,0,0.6745,9.59789745716047e-07,0.5190000151532298,0.00960828428575419,0.001424573352592955,0.0024840763203519724,0.0032611602994017485,0.0032611602994017485,0.9969072164948454,0.9969072164948454,15.2444016577282,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,moderate,0.003092783505154639,0.9745762711864407,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.898305084745763,4.499057836798881
2023__q1__revenue_total_revenue_5243_1281084_taxes_on_international_trade_and_transactions,2023,Q1,1,2023__q1,Revenue,total_revenue,revenue_total_revenue_5243_1281084_taxes_on_international_trade_and_transactions,unspecified,5500.6792824700005,5500.6792824700005,5500.6792824700005,5500.6792824700005,5500.6792824700005,,1,1,1,1,1,5500.6792824700005,,,,,,,,,,5500.6792824700005,,5500.6792824700005,,-0.6906070588656603,0.6906070588656603,0.0,-0.3706527623897953,1,1,0,0,0,0.6906070588656603,9.827095232296207e-07,0.3706527623897953,0.00686192101803658,0.0,0.0,0.0,0.0,1.0,1.0,15.137267901646428,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,low,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
2023__q3__revenue_total_revenue_5243_1281084_taxes_on_international_trade_and_transactions,2023,Q3,3,2023__q3,Revenue,total_revenue,revenue_total_revenue_5243_1281084_taxes_on_international_trade_and_transactions,unspecified,5701.882706619997,5701.882706619997,5701.882706619997,5701.882706619997,5701.882706619997,,1,1,1,1,1,5701.882706619997,5500.6792824700005,,,201.2034241499969,,,0.0365779231650912,,,5601.280994544999,142.27230561441593,5601.280994544999,142.27230561441593,-0.6583929411343397,0.6583929411343397,0.0120854150480262,-0.612545078362996,1,1,0,0,0,0.6583929411343397,9.368699682024732e-07,0.612545078362996,0.011340090710813568,7.66285277957184e-05,0.0001336197332445585,0.00017541949443701662,0.00017541949443701662,1.0,1.0,15.232133607396763,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,moderate,0.0,0.9703389830508474,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.881355932203389,4.495466101694915
2023__q4__revenue_total_revenue_5243_1281084_taxes_on_international_trade_and_transactions,2023,Q4,4,2023__q4,Revenue,total_revenue,revenue_total_revenue_5243_1281084_taxes_on_international_trade_and_transactions,unspecified,13926.283902225,13926.283902225,27852.56780445,5703.438853480002,22149.12895097,11628.85898922763,2,2,1,2,1,13926.283902225,5701.882706619997,5500.6792824700005,,8224.401195605004,8425.604619755,,1.442400978549824,1.5317389338815632,,9814.0833044225,5815.529856611047,8376.281963771666,4807.49538139136,0.6583929411343394,0.6583929411343394,0.5060894430126319,-0.5481370551069444,1,1,0,0,0,0.6583929411343394,9.368699682024728e-07,0.5481370551069444,0.010147700383917525,0.0031322707508820526,0.0054618455322324256,0.006470493777020074,0.006470493777020074,0.8802405498281787,0.8802405498281787,13.612884678500025,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,0,0,low,0.1197594501718213,0.9872881355932204,1.0,0.6874666550177646,1.0,1.0,0.8906133292562175,4.9491525423728815,4.56245331702487
2023__end_year_annual__revenue_total_revenue_5243_1281084_taxes_on_international_trade_and_transactions,2023,End-Year/Annual,5,2023__end_year_annual,Revenue,total_revenue,revenue_total_revenue_5243_1281084_taxes_on_international_trade_and_transactions,unspecified,22149.12895097,22149.12895097,22149.12895097,22149.12895097,22149.12895097,,1,1,1,1,1,22149.12895097,13926.283902225,5701.882706619997,,8222.845048744999,16447.246244350004,,0.59045507807228,2.8845290390232736,,18037.706426597502,5814.429494613812,11819.493710571249,7926.590466772419,1.9749296730798207,1.9749296730798207,1.0,-0.4614776065527804,1,1,0,0,0,1.9749296730798207,2.8102553724719895e-06,0.4614776065527804,0.00854336783392855,0.0031316656410977427,0.00546079038201241,0.00863574840226828,0.00863574840226828,1.0,1.0,15.409703698014015,0.75,16.43839004488965,0,0,0,0,0,1,0,0,0,1,1,moderate,0.0,0.9830508474576272,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.932203389830509,4.501694915254237
2022__q1__revenue_total_revenue_5424_47_taxes_on_international_trade_and_transactions,2022,Q1,1,2022__q1,Revenue,total_revenue,revenue_total_revenue_5424_47_taxes_on_international_trade_and_transactions,unspecified,5064.22321262,5064.22321262,5064.22321262,5064.22321262,5064.22321262,,1,1,1,1,1,5064.22321262,,,,,,,,,,5064.22321262,,5064.22321262,,0.0,0.0,0.1500749207378671,-0.3952448864212385,1,1,0,0,0,0.0,0.0,0.3952448864212385,0.007317196763673836,0.0,0.0,0.0,0.0,1.0,1.0,15.146343935273476,0.75,16.43839004488965,0,0,0,0,0,0,0,0,0,1,0,low,0.0,0.9491525423728814,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,4.796610169491526,3.6279418886198544
