panel_observation_id,year,period,period_order,year_period_key,category,normalized_indicator,panel_entity,panel_fiscal_risk_score_0_100,panel_fiscal_anomaly_label,panel_multi_component_anomaly_label,panel_risk_level,panel_traceability_index_0_1,panel_interpretability_index_0_1,panel_interpretability_score_1_5,panel_audit_readiness_index_0_1,panel_governance_alignment_index_0_1,panel_risk_signal_completeness_0_1,panel_temporal_support_index_0_1,panel_decision_usability_index_0_1,panel_decision_usability_score_1_5
2023__q1__debt_external_debt_financing_from_external_borrowing,2023,Q1,1,2023__q1,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,15.260655273073878,0,0,moderate,0.0,0.9830508474576272,4.932203389830509,1.0,0.6440677966101696,1.0,0.8571428571428571,0.8325665859564164,4.330266343825666
2023__q2__debt_external_debt_financing_from_external_borrowing,2023,Q2,2,2023__q2,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,15.2470616737864,0,0,moderate,0.003092783505154639,0.9915254237288136,4.966101694915254,1.0,0.6481163725318888,1.0,1.0,0.876840730386161,4.507362921544644
2023__q3__debt_external_debt_financing_from_external_borrowing,2023,Q3,3,2023__q3,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,14.018276670894386,0,1,low,0.12285223367697594,0.9957627118644068,4.983050847457627,1.0,0.6915152309394839,1.0,1.0,0.8920303308288193,4.568121323315277
2023__q4__debt_external_debt_financing_from_external_borrowing,2023,Q4,4,2023__q4,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,13.583360751469694,0,0,low,0.1197594501718213,0.9957627118644068,4.983050847457627,1.0,0.6904327567126798,1.0,1.0,0.8916514648494378,4.566605859397751
2023__end_year_annual__debt_external_debt_financing_from_external_borrowing,2023,End-Year/Annual,5,2023__end_year_annual,Debt,external_debt,debt_external_debt_financing_from_external_borrowing,15.684112001678226,0,1,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2022__q1__debt_external_debt_issuances_or_borrowings,2022,Q1,1,2022__q1,Debt,external_debt,debt_external_debt_issuances_or_borrowings,15.249795531742075,0,1,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2022__q4__debt_external_debt_issuances_or_borrowings,2022,Q4,4,2022__q4,Debt,external_debt,debt_external_debt_issuances_or_borrowings,15.692206277973057,0,0,moderate,0.0,0.9661016949152542,4.864406779661017,1.0,0.638135593220339,1.0,0.8571428571428571,0.8304903147699757,4.321961259079902
2022__end_year_annual__debt_external_debt_issuances_or_borrowings,2022,End-Year/Annual,5,2022__end_year_annual,Debt,external_debt,debt_external_debt_issuances_or_borrowings,15.718700191147619,0,1,moderate,0.0,0.978813559322034,4.915254237288136,1.0,0.6425847457627119,1.0,1.0,0.8749046610169491,4.499618644067796
2023__q1__debt_external_debt_issuances_or_borrowings,2023,Q1,1,2023__q1,Debt,external_debt,debt_external_debt_issuances_or_borrowings,16.416531302679086,0,1,high,0.0,0.978813559322034,4.915254237288136,1.0,0.6425847457627119,1.0,0.8571428571428571,0.8320475181598063,4.3281900726392255
2023__q2__debt_external_debt_issuances_or_borrowings,2023,Q2,2,2023__q2,Debt,external_debt,debt_external_debt_issuances_or_borrowings,16.038239462392728,0,0,high,0.0,0.9872881355932204,4.9491525423728815,1.0,0.645550847457627,1.0,1.0,0.8759427966101694,4.5037711864406775
2023__q3__debt_external_debt_issuances_or_borrowings,2023,Q3,3,2023__q3,Debt,external_debt,debt_external_debt_issuances_or_borrowings,15.406638200885004,0,0,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2023__q4__debt_external_debt_issuances_or_borrowings,2023,Q4,4,2023__q4,Debt,external_debt,debt_external_debt_issuances_or_borrowings,16.200729885366307,0,1,high,0.0,0.9915254237288136,4.966101694915254,1.0,0.6470338983050847,1.0,1.0,0.8764618644067796,4.505847457627119
2023__end_year_annual__debt_external_debt_issuances_or_borrowings,2023,End-Year/Annual,5,2023__end_year_annual,Debt,external_debt,debt_external_debt_issuances_or_borrowings,15.358912881169045,0,0,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q3__debt_external_debt_issuances_or_borrowings,2024,Q3,3,2024__q3,Debt,external_debt,debt_external_debt_issuances_or_borrowings,15.960715829900685,0,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q4__debt_external_debt_issuances_or_borrowings,2024,Q4,4,2024__q4,Debt,external_debt,debt_external_debt_issuances_or_borrowings,15.362428887019245,0,0,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2022__q1__debt_external_debt_principal_repayment,2022,Q1,1,2022__q1,Debt,external_debt,debt_external_debt_principal_repayment,15.249770125542922,0,0,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2022__q3__debt_external_debt_principal_repayment,2022,Q3,3,2022__q3,Debt,external_debt,debt_external_debt_principal_repayment,15.588608972120394,0,0,moderate,0.0,0.9661016949152542,4.864406779661017,1.0,0.638135593220339,1.0,0.8571428571428571,0.8304903147699757,4.321961259079902
2022__q4__debt_external_debt_principal_repayment,2022,Q4,4,2022__q4,Debt,external_debt,debt_external_debt_principal_repayment,15.408290686330089,0,0,moderate,0.0,0.978813559322034,4.915254237288136,1.0,0.6425847457627119,1.0,1.0,0.8749046610169491,4.499618644067796
2022__end_year_annual__debt_external_debt_principal_repayment,2022,End-Year/Annual,5,2022__end_year_annual,Debt,external_debt,debt_external_debt_principal_repayment,15.271971710623053,0,0,moderate,0.0,0.9830508474576272,4.932203389830509,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.501694915254237
2023__q1__debt_external_debt_principal_repayment,2023,Q1,1,2023__q1,Debt,external_debt,debt_external_debt_principal_repayment,17.39448395720115,1,1,high,0.0,0.9915254237288136,4.966101694915254,1.0,0.6470338983050847,1.0,1.0,0.8764618644067796,4.505847457627119
2023__q2__debt_external_debt_principal_repayment,2023,Q2,2,2023__q2,Debt,external_debt,debt_external_debt_principal_repayment,15.745593273718224,0,1,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2023__q3__debt_external_debt_principal_repayment,2023,Q3,3,2023__q3,Debt,external_debt,debt_external_debt_principal_repayment,15.440825650962594,0,1,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2023__q4__debt_external_debt_principal_repayment,2023,Q4,4,2023__q4,Debt,external_debt,debt_external_debt_principal_repayment,15.035243699246331,0,1,low,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2023__end_year_annual__debt_external_debt_principal_repayment,2023,End-Year/Annual,5,2023__end_year_annual,Debt,external_debt,debt_external_debt_principal_repayment,15.003823917423894,0,1,low,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q3__debt_external_debt_principal_repayment,2024,Q3,3,2024__q3,Debt,external_debt,debt_external_debt_principal_repayment,16.816058080746885,1,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q4__debt_external_debt_principal_repayment,2024,Q4,4,2024__q4,Debt,external_debt,debt_external_debt_principal_repayment,15.635864355889751,0,0,moderate,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2022__q1__debt_external_debt_unlabeled_row,2022,Q1,1,2022__q1,Debt,external_debt,debt_external_debt_unlabeled_row,22.493786350336336,1,1,high,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2022__end_year_annual__debt_external_debt_unlabeled_row,2022,End-Year/Annual,5,2022__end_year_annual,Debt,external_debt,debt_external_debt_unlabeled_row,18.736112474461965,1,1,high,0.0,0.9703389830508474,4.881355932203389,1.0,0.6396186440677966,1.0,1.0,0.8738665254237288,4.495466101694915
2023__q1__debt_external_debt_unlabeled_row,2023,Q1,1,2023__q1,Debt,external_debt,debt_external_debt_unlabeled_row,22.52602019095173,1,1,high,0.0,0.9830508474576272,4.932203389830509,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.501694915254237
2023__q3__debt_external_debt_unlabeled_row,2023,Q3,3,2023__q3,Debt,external_debt,debt_external_debt_unlabeled_row,17.101477360623917,1,1,high,0.0,0.9830508474576272,4.932203389830509,1.0,0.6440677966101696,1.0,1.0,0.8754237288135593,4.501694915254237
2023__q4__debt_external_debt_unlabeled_row,2023,Q4,4,2023__q4,Debt,external_debt,debt_external_debt_unlabeled_row,16.238357200126604,0,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2023__end_year_annual__debt_external_debt_unlabeled_row,2023,End-Year/Annual,5,2023__end_year_annual,Debt,external_debt,debt_external_debt_unlabeled_row,16.086147989245244,0,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q3__debt_external_debt_unlabeled_row,2024,Q3,3,2024__q3,Debt,external_debt,debt_external_debt_unlabeled_row,17.632853872655684,1,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2024__q4__debt_external_debt_unlabeled_row,2024,Q4,4,2024__q4,Debt,external_debt,debt_external_debt_unlabeled_row,16.21243853284522,0,1,high,0.0,0.9957627118644068,4.983050847457627,1.0,0.6485169491525423,1.0,1.0,0.8769809322033897,4.507923728813559
2022__q1__debt_public_debt_unlabeled_row,2022,Q1,1,2022__q1,Debt,public_debt,debt_public_debt_unlabeled_row,15.168029757631043,0,0,low,0.003092783505154639,0.9533898305084746,4.813559322033898,1.0,0.6347689149047702,1.0,0.2857142857142857,0.6578834059309553,3.631533623723821
2022__end_year_annual__debt_public_debt_unlabeled_row,2022,End-Year/Annual,5,2022__end_year_annual,Debt,public_debt,debt_public_debt_unlabeled_row,15.18519507560288,0,0,low,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2023__q1__debt_public_debt_unlabeled_row,2023,Q1,1,2023__q1,Debt,public_debt,debt_public_debt_unlabeled_row,15.167928931884827,0,0,low,0.003092783505154639,0.9872881355932204,4.9491525423728815,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.505286650358204
2023__q3__debt_public_debt_unlabeled_row,2023,Q3,3,2023__q3,Debt,public_debt,debt_public_debt_unlabeled_row,15.205167913852968,0,0,moderate,0.003092783505154639,0.9872881355932204,4.9491525423728815,1.0,0.6466333216844312,1.0,1.0,0.8763216625895509,4.505286650358204
2023__q4__debt_public_debt_unlabeled_row,2023,Q4,4,2023__q4,Debt,public_debt,debt_public_debt_unlabeled_row,15.204501540022196,0,0,moderate,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2023__end_year_annual__debt_public_debt_unlabeled_row,2023,End-Year/Annual,5,2023__end_year_annual,Debt,public_debt,debt_public_debt_unlabeled_row,15.197186161545897,0,0,low,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2024__q3__debt_public_debt_unlabeled_row,2024,Q3,3,2024__q3,Debt,public_debt,debt_public_debt_unlabeled_row,15.204977090010582,0,0,moderate,0.003092783505154639,1.0,5.0,1.0,0.6510824742268041,1.0,1.0,0.8778788659793815,4.511515463917526
2024__q1__expenditure_total_expenditure_102819_40924245001_education,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_102819_40924245001_education,15.249770241402963,0,0,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2024__q2__expenditure_total_expenditure_102819_40924245001_education,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_102819_40924245001_education,18.011625180720646,1,1,high,0.006185567010309278,0.9745762711864407,4.898305084745763,1.0,0.6432666433688625,1.0,1.0,0.8751433251791019,4.5005733007164075
2024__q1__expenditure_total_expenditure_103232_80316220001_general_items,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_103232_80316220001_general_items,15.249769414938033,0,0,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2024__q2__expenditure_total_expenditure_103232_80316220001_general_items,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_103232_80316220001_general_items,18.462289620085738,1,1,high,0.006185567010309278,0.9745762711864407,4.898305084745763,1.0,0.6432666433688625,1.0,1.0,0.8751433251791019,4.5005733007164075
2023__q2__expenditure_total_expenditure_105119_87979830823_military,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_105119_87979830823_military,15.529370974801685,0,0,moderate,0.009278350515463918,0.9533898305084746,4.813559322033898,1.0,0.6369338633583785,1.0,0.2857142857142857,0.6586411378897182,3.634564551558873
2024__q1__expenditure_total_expenditure_111248_4252618625_military,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_111248_4252618625_military,15.249772827704216,0,0,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2024__q2__expenditure_total_expenditure_111248_4252618625_military,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_111248_4252618625_military,18.919667626559388,1,1,high,0.006185567010309278,0.9745762711864407,4.898305084745763,1.0,0.6432666433688625,1.0,1.0,0.8751433251791019,4.5005733007164075
2024__q1__expenditure_total_expenditure_127945_24161820501_health_social_development,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_127945_24161820501_health_social_development,15.249767823421076,0,0,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2024__q2__expenditure_total_expenditure_127945_24161820501_health_social_development,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_127945_24161820501_health_social_development,18.617541031756325,1,1,high,0.006185567010309278,0.9745762711864407,4.898305084745763,1.0,0.6432666433688625,1.0,1.0,0.8751433251791019,4.5005733007164075
2022__end_year_annual__expenditure_total_expenditure_14252_23284817001_municipal_services,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_14252_23284817001_municipal_services,14.914607224884213,0,0,low,0.009278350515463918,0.9533898305084746,4.813559322033898,1.0,0.6369338633583785,1.0,0.2857142857142857,0.6586411378897182,3.634564551558873
2022__q1__expenditure_total_expenditure_1443_1444_2022,2022,Q1,1,2022__q1,Expenditure,total_expenditure,expenditure_total_expenditure_1443_1444_2022,15.203317121283616,0,0,low,0.003092783505154639,0.9533898305084746,4.813559322033898,1.0,0.6347689149047702,1.0,0.2857142857142857,0.6578834059309553,3.631533623723821
2022__q2__expenditure_total_expenditure_1443_1444_2022,2022,Q2,2,2022__q2,Expenditure,total_expenditure,expenditure_total_expenditure_1443_1444_2022,15.2033925825028,0,0,moderate,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2023__q1__expenditure_total_expenditure_1444_1445_2023,2023,Q1,1,2023__q1,Expenditure,total_expenditure,expenditure_total_expenditure_1444_1445_2023,15.203317015319188,0,0,low,0.003092783505154639,0.9533898305084746,4.813559322033898,1.0,0.6347689149047702,1.0,0.2857142857142857,0.6578834059309553,3.631533623723821
2023__q2__expenditure_total_expenditure_1444_1445_2023,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_1444_1445_2023,15.208429163397163,0,0,moderate,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2024__q1__expenditure_total_expenditure_1445_1446_2024,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_1445_1446_2024,15.2033309858459,0,0,low,0.003092783505154639,0.9533898305084746,4.813559322033898,1.0,0.6347689149047702,1.0,0.2857142857142857,0.6578834059309553,3.631533623723821
2024__q2__expenditure_total_expenditure_1445_1446_2024,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_1445_1446_2024,15.216907702011273,0,0,moderate,0.003092783505154639,0.9745762711864407,4.898305084745763,1.0,0.6421841691420583,1.0,1.0,0.8747644591997203,4.499057836798881
2022__end_year_annual__expenditure_total_expenditure_14861_801751082518_public_administration,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_14861_801751082518_public_administration,14.979371727682429,0,0,low,0.009278350515463918,0.9533898305084746,4.813559322033898,1.0,0.6369338633583785,1.0,0.2857142857142857,0.6586411378897182,3.634564551558873
2023__q2__expenditure_total_expenditure_17673_493066885043_public_administration,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_17673_493066885043_public_administration,14.969512507574168,0,0,low,0.009278350515463918,0.9533898305084746,4.813559322033898,1.0,0.6369338633583785,1.0,0.2857142857142857,0.6586411378897182,3.634564551558873
2024__q1__expenditure_total_expenditure_18552_19621866_infrastructure_and_transportation,2024,Q1,1,2024__q1,Expenditure,total_expenditure,expenditure_total_expenditure_18552_19621866_infrastructure_and_transportation,15.24976928360268,0,0,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2024__q2__expenditure_total_expenditure_18552_19621866_infrastructure_and_transportation,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_18552_19621866_infrastructure_and_transportation,15.578848968342788,0,0,moderate,0.006185567010309278,0.9745762711864407,4.898305084745763,1.0,0.6432666433688625,1.0,1.0,0.8751433251791019,4.5005733007164075
2023__q2__expenditure_total_expenditure_19021_261638440003_infrastructure_and_transportation,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_19021_261638440003_infrastructure_and_transportation,14.984592472557217,0,0,low,0.009278350515463918,0.9533898305084746,4.813559322033898,1.0,0.6369338633583785,1.0,0.2857142857142857,0.6586411378897182,3.634564551558873
2022__end_year_annual__expenditure_total_expenditure_2021_sector,2022,End-Year/Annual,5,2022__end_year_annual,Expenditure,total_expenditure,expenditure_total_expenditure_2021_sector,15.228491333365286,0,0,moderate,0.0,0.9491525423728814,4.796610169491526,1.0,0.6322033898305084,1.0,0.2857142857142857,0.6569854721549636,3.6279418886198544
2023__q2__expenditure_total_expenditure_2022_sector,2023,Q2,2,2023__q2,Expenditure,total_expenditure,expenditure_total_expenditure_2022_sector,15.1882468906626,0,0,low,0.003092783505154639,0.9533898305084746,4.813559322033898,1.0,0.6347689149047702,1.0,0.2857142857142857,0.6578834059309553,3.631533623723821
2024__q2__expenditure_total_expenditure_2023_sector,2024,Q2,2,2024__q2,Expenditure,total_expenditure,expenditure_total_expenditure_2023_sector,15.203347350720769,0,0,moderate,0.003092783505154639,0.9533898305084746,4.813559322033898,1.0,0.6347689149047702,1.0,0.2857142857142857,0.6578834059309553,3.631533623723821
